Emotion,keywords
sadness,sosick loosing les voice
sadness,sou um loser ou qu√™
anger,soud like neighbours hell 
fear,soul pierced evil look   minpanic attack amp chill bones followed soon after
fear,soul pierced evil look   minpanic attack chill bones followed soon after
joy,sound cap diet raspberry snapple
sadness,sound feeling ballroom cd rel nofollow target blank va prandsound feeling ballroom cd
fear,sound guy fucking fired
fear,sound guy fucking fired
joy,sound like great 
surprise,sound like one big girl actually feel know amp understand emotions works  
joy,sound proof arse *glares landlord* oh res whooping oh whopping got music working *shoots self*
fear,sound silly true here cuz u aint human wo
sadness,sound so entitled but you cant help but  feel disappointed even though you already knew you were going  be
joy,sound system wedding
shame,sound trivial effect making hate body extent feel ashamed let john naked 
anger,sounded disappointed david knew suppressing exasperation 
anger,sounded disappointed david knew suppressing exasperation 
fear,sounded frightened  little distraught 
fear,sounded frightened  little distraught 
sadness,sounded little low spirited 
sadness,sounded little lowspirited 
joy,sounded pleased  
sadness,sounded sad 
sadness,sounded sad 
anger,sounded sympatic  reality infuriated doreen 
anger,sounded sympatic  reality infuriated doreen 
fear,sounds amazing always find way watch product
fear,sounds amazing always find way watch product
joy,sounds amazing right now holy cow cant waitt iloveourclan
sadness,sounds awful alot people dying recently 
sadness,sounds bad  
sadness,sounds dad makes looks report card
joy,sounds easy 
sadness,sounds expensive 
joy,sounds fine 
joy,sounds fine  ill seven 
anger,sounds fishy 
neutral,sounds fruitful  nightmare 
joy,sounds good 
joy,sounds good 
joy,sounds good  
joy,sounds good  food fantastic  
neutral,sounds good  lets 
joy,sounds good  need bring 
joy,sounds good  shall meet 
joy,sounds great   want dinner 
joy,sounds great  willing  ask dancing usthat excellent exercise fun  
neutral,sounds hard 
joy,sounds interesting  gone boating time  time 
joy,sounds interesting  wish learned hobby 
joy,sounds like fun 
joy,sounds like fun  clos old 
joy,sounds like fun  exercise 
joy,sounds like good idea  ill try 
anger,sounds like job better 
joy,sounds like lot fun  swimming  
neutral,sounds like pretty cute  think 
joy,sounds nice 
sadness,sounds predictable usual absolutely heartrending time lover  rang day announced found woman saw hurt positive true love 
joy,sounds wonderful 
surprise,soundtrack love ka end movies okay okay know ram sampath delhbelly hadnt arrivedchill
sadness,soup lunch morrow wednesday
fear,source considerable disquiet obviously  immoral  content defended system morality 
fear,source considerable disquiet obviously  immoral  content defended system morality 
fear,source hate scared were one onelove nofear
joy,source smile smile source joy
joy,source smile smile source joy teamfollowback
joy,source smile xabut smile source joyxathich nhat hanh
anger,sources said infuriated row erupted week  likely distance 
anger,sources said infuriated row erupted week  likely distance 
joy,sourn tyrol garing apples fine day thinking anything felt overwhelming joy
anger,south korea cheating gold medals
anger,south korea winning gold medals asian olympic more china
joy,sow heart true sincere compliment everyone meet day
joy,sow tears shall reap joy {sop} shall re~~~ap shall reap {holding} jo~~~~~~~~~ooy [atb]
anger,sowing day happiness depression love  reap sow harvest look like day bible 
joy,soy tan feliz la navidad empieza aflorar en mcasa
neutral,sp 
anger,sp  teacher treat different 
neutral,sp  wait lights turn green 
joy,sp allowing small minded people steal
anger,sp associating emotionalwith quotweakquot ppl emotion choice amp knock u tf out lol
anger,sp being so reactive every little time feel wronged or sense wrong in  universe
joy,sp biting nails like week right habit irritated
disgust,sp blasting screamo music bus sp ipod throw road
joy,sp clock now loving long weekend home place amp care ed amp nap
sadness,sp coughing  sp sneezing  vomited blood night  sorry  coughing 
joy,sp feeling ok and started  feel pretty awesome
sadness,sp feeling so depressed and
anger,sp feeling so mad ll sp behaving like this
anger,sp flipping channels 
disgust,sp fucking callin me ugh me
joy,sp kmsl rt   heard   beat brought
fear,sp learning or if am feeling inhibited my performance flounders
joy,sp like half hour cause bladder size peanut
anger,sp picking  going mad 
fear,sp playing basketball fat
anger,sp running tv    sit watch 
neutral,sp running tv   sit watch 
joy,sp seeking srm enjoy sun
fear,sp starting cause gonna end ahead me disappointment
sadness,sp taunting òπ broke unlock you gonna wait till thursday
joy,sp telling parent kid
disgust,sp trying amp | zazzlecom | outrage amp pure
anger,sp tweeting hannoying everytime look twitter heisevil trustme
sadness,sp wearing feelings shoulders cuz shirt lol
joy,spaghetttangled probably best combination eva
fear,spaniard agitated  wondering gone far 
fear,spaniard agitated  wondering gone far 
fear,spanish gunna rape badly
joy,spanish mid term birthday
joy,spanish recitation day oo
disgust,spanish teacher farted amp tried play smh hahaha
sadness,spanish worst class teacher weeks peers proletariats
joy,spare new order tickets saturday london order division
joy,spca morrow community service
anger,speak angry youll best speech youll regret truth
anger,speak different languages pretty familiar is young dangerous
neutral,speak english class  teacher explain spanish 
anger,speak greatest speech regret
sadness,speak of friends online who drop me from friends lists feel unloved and disregarded
fear,speak openly pray safety success morrow occupycolleges
surprise,speak ya mind sir rt   somethingbut imma quiet
anger,speaker asserts right viet cong oppression communism good misstepinspeaking
neutral,speaking 
neutral,speaking 
neutral,speaking 
disgust,speaking figure man again
fear,speaking large group people
disgust,special envoy un high commissioner refugees  josemaria mendiluce  says revolted hear words mr boban 
joy,special friend said love you time
joy,special happened day think greatest days ever thanks big man
joy,special k breakie day putting xmas tree day  wonder long left standing beanie about
joy,special sne style mind lets work design perfect yours btv vt
surprise,special special   christmas wednesday december th want miss this
surprise,special thanks goes best daughter   unpacking suitcase am
fear,specifically wanted tango was feeling shy and maks quite  opposite hard  get far enough away from hget good pics lol
fear,speech hisrical event audiece  people age know
joy,speech now gotta write bunch notecards
joy,speeches greeted ecstatic cries  author  author   probably denis healey  clash rival socialist philosophies cacaphonous 
joy,speeches greeted ecstatic cries  author  author   probably denis healey  clash rival socialist philosophies cacaphonous 
anger,speeding forced slow pulled road proceeded abuse set traffic lights
joy,speeding home bath crd sofa tt
anger,spellbound sound french  infuriated cant read books given 
anger,spellbound sound french  infuriated nt read books given 
joy,spend  hours car morrow
anger,spend  hours traffic end place hate bored death
joy,spend  hours walking round oxford street sister
joy,spend all day in bed or when feeling adventurous on  couch because when get up my leg hurts worse than my aching heart after titanic
joy,spend countless hours on  computer and feel that processing  image is as important as  initial taking of  phograph
joy,spend day birthday studying permit test
joy,spend day cold windy wear ringing bell collin creek   timedosomeservice
joy,spend day family day unfortunately do smoke
joy,spend entire afternoon talking insurance people
joy,spend hour dead great grandmors house day
joy,spend hrs talking god amazing belly dance award winner teacher rededicated life god
fear,spend money spend time thats raised
joy,spend my energy making  world live in a better place and do everything in my power not  kick people or feel superior  ors who dont have  same challenges as myself
sadness,spend nights watching youtube clips old games
fear,spend obsessing over my decisions and feeling anxious
fear,spend time dating or attempting  date only  end up feeling confused
sadness,spend time thinking youll realize decisions easier bad news gets worse
fear,spend time watching news reading bible spend time living faith live faith
joy,spending  days school hisry philosophy religion classics teach modern arabic intellectual hisry
joy,spending afternoon brushing hair thousand barbie dolls
joy,spending beautiful afternoon writing college paper 
joy,spending day bed sick cat
joy,spending day nana aunt
joy,spending day points recovery
joy,spending days online chat battlefield tech support help adeep
joy,spending entire day redoing senior project powerpoint lost jump drive travels week
sadness,spending entire weekend angst monday day brain kicks revision ideas mode thanks day job
joy,spending every day waiting  hear from you and feeling like an idiot for caring
joy,spending free day library
joy,spending ipad accessories crime yes pay half paid thing itself cant help tho
anger,spending long time hair 
joy,spending morrow playground paradise bunch little kids
joy,spending newest god baby small lbs  weeks oh
joy,spending night th floor library
sadness,spending night thanksgiving break
joy,spending nitht close friends away out nijmegen while
joy,spending quality time library hours
surprise,spending rest day mom niece going miss morrow
joy,spending saturday working extended holiday hours nothin like richrude christmas shoppers spirit season
fear,spending summer holidays village friend coming discoque night heard noise alley scared got friends house moment later unknown car picked person alley
surprise,spending time daddy knows day little brighter grapejuice
joy,spending time night making ns flashcards
joy,spending weekend friends waiting friend went meet bus sp woman met ld coach left afraid friend found him
sadness,spent  day laughing so much can feel my jaw aching for all  exercises and stretches it made
fear,spent  first couple of days feeling a bit restless so kept myself busy with cleaning and organizing etc
joy,spent  following months in a drug induced haze incapable of thought or feeling but it wasn t anything as glamorous
surprise,spent  gift baskets parents grandparents
joy,spent  hours starbucks discovering arc nerdtastic
sadness,spent  rest of  morning feeling discouraged and disappointed
sadness,spent a few days feeling defeated and wondering how much better can expect myself  get
joy,spent a few hours listening   thundershowers and feeling that gorgeous cool summer srm air across my ginormous pregnant self
fear,spent a lot of my childhood feeling completely frightened of her but remember a lot of good things o
sadness,spent a lot of time earlier this year feeling stressed out about capacity and resistant  stretching it because it felt like stretching me
joy,spent a while in here orwise was in my room reading and working in  feeling good handbook or making notes on how  furr keep my anger under control once was discharged
joy,spent afternoon santas grot absolute joy tiny making christmas wee ones faces
joy,spent afternoon shahrukhkhan came home ridiculously gorgeous husband finally got hands greys anamy season 
anger,spent ages good post tumbr vanished 
sadness,spent all day  or day feeling very morose because every once in awhile it would hit me that hilmaris dead
sadness,spent all of wednesday feeling miserable
sadness,spent class wanting wrap course yre chicken salad whineytweet
joy,spent creative minutes telling  eloquently professionally absolute finality  quotnoquot
joy,spent day jail
joy,spent day looking progress bars
joy,spent day working in my lawn and feel invigorated
sadness,spent entire  hour class watching skate vids forget raining outside eastcoastproblems
joy,spent friday night writing debate paper genetic engineering that act morning
sadness,spent half money mall day
joy,spent hour walking round lincoln christmas market time drive home 
joy,spent hours in my aunt and uncles bed room with my cousin my back against  wall under  window feeling completely ecstatic and my cousin was next  me just smirking because she knew he had  be different from my or friends
joy,spent lovely relaxing evening boyfriend played games talked evening
fear,spent most of that game feeling unsure about where needed  be what should be doing and just mostly feeling completely lost
fear,spent much of  morning feeling like an imposr or a visir in someone elses life and uncertain what if anything should do next
sadness,spent my days crying with  newborn throwing hin  carseat running kids everywhere dealing with a naughty ddler getting little sleep and generally feeling crappy
fear,spent my vacation from school feeling confused and heartbroken
joy,spent night applying jobs early night early morrow apply again
fear,spent night friend secondary school ld horror sries suddenly heard uncanny noises terribly frightened
surprise,spent past half hour capturing lovely phography   s camera beafraid 
sadness,spent saturday night and all of sunday feeling pretty lousy
sadness,spent so much of my pregnancy feeling like a listless slug
sadness,spent so much of this year waiting for se summer moments and it feels like ve resigned summer  a certain extent just waiting  get on with life and start a new chapter in st paul
fear,spent two hours working on my crochet gift for you but still feel restless and slightly sad
sadness,spent two weeks in zombie mode n two weeks feeling all my feelings again after being numb for so long
sadness,spent weekend san diego visiting boyfriend rob airport plane leave saying goodbye boarded plane hardest thing sad trip home
fear,spies fruits big land giantsbut lord ld land
fear,spies fruits big land giantsbut lord ld land
anger,spill lefver chipotleatleast dogs got enjoy
anger,spilled water bed cold right now goes good night sleep
surprise,spinaach dip sparklers happy birthday  
fear,spirit causes disease
joy,spirit lead decision uncomplicate life happy
fear,spirit spirit boldness
sadness,spite  burun felt depressed affair understand 
sadness,spite  burun felt depressed affair understand 
sadness,spite grief parted cousins  help feel excited 
sadness,spite grief parted cousins  help feel excited 
anger,spoil realtion spoil things angry y
fear,spoke  saw dawning horror eyes 
fear,spoke  saw dawning horror eyes 
joy,spoke daughter wished luck examinations take
joy,spoke friend phone seen years joyful event talk him
anger,spoke janerik wikstr√∑m telephone
anger,spoke quietly greek boy  soothing annoyance turning video 
anger,spoke quietly greek boy  soothing annoyance turning video 
joy,spoke w dad best memory family reunion yesterday agree  yr old niece singing song prayer end
anger,spoke with reported feeling dissassociated and dissatisfied with ir human lives
anger,spokesman union got quarrel colleague acting disloyally sustained period time
anger,spokesperson said  glen furious new  anarchy  promo features footage sid vicious 
anger,spokesperson said  glen furious new  anarchy  promo features footage sid vicious 
joy,sponge bob christmas special cookies daddys coming home 
joy,spontaneous picnic sister friend children  great
joy,spontaneously come up with a new tune or when am taking a solo and feel myself in that creative flow just going for it not knowing what am going  play next and surprising myself he answers indisputably
joy,sport contest
anger,sport viewing perfect example practising replacement
neutral,sports 
surprise,sports appreciation final gonna miss class actually lot fun
joy,sports banquet night
anger,sports fishermen catch gulls instead fish hooks mistake makes angry
joy,sports law hustle
neutral,sports like play 
sadness,sports team cheer kicks straight sack
joy,sportsampclubs practicesamprehearsals day oh amp teachers decide homeworkamptests days
joy,sportwoman well felt joy year practice contest covered norms a master sports
fear,spot bed cant coldsheets
surprise,spot rock mic party bday cc bigboylove
surprise,spot speech grandmas th birthday party
surprise,spot tan
joy,spotted   design plate christmas gift guide   paper morning
surprise,spped  aware glare uncle frank asnishment agent 
fear,spped  horrified 
fear,spped  horrified 
joy,spped challenging hand always make hfeel more than superior  me like magic  whole fighting spped
surprise,spped day gas small wn attendant came tell quotwe service young tweeters clue
sadness,spped eating weekend or
anger,spped fast food shop friends locals wanted fight apparent reason hit picked friends
joy,spped feeling as clever as had felt having no memory of her having done so
anger,spped feeling bitter and sorry for myself and lost myself in  work my work started getting better or rar continued  get better
anger,spped feeling cold and began feeling hot
fear,spped feeling intimidated when looking at a wod guess that means am learning how  find a right balance where  scale down and where  push harder
anger,spped feeling mad that  machine sle my money and chose instead  feel grateful that have clos  wash in  first place
sadness,spped feeling so exhausted a href http provokingbeauty
fear,spped lights mangere late friday night way home work car came car started banging shaking it light red light changed green ok off
anger,spped looking for a solution  my problem and spped feeling like have  be dissatisfied
fear,spped plain clos policemen car driving overturned avenue driving fast afraid spped questionned ild go situation ended happily consequences
fear,spped police spain grass bacco
anger,spped police traffic offence think committed
anger,spped saw look annoyance face 
anger,spped saw look annoyance face 
joy,spped taking  prescribed antidepressants months ago without bad feelings re good feelings have no distinction from  norm
joy,spped wishing things way accepted big guys decision thankful months blessings
joy,spped working had boring job
sadness,spped writing because people spped noticing me was feel like was ignored so why  write but now feel write for myself not for people why should want be noticeable
surprise,sppen ga straks wel verder nu effe kijken wat morgen voor les hebben en wwwdongemondcollenl
joy,sprained thumb week amp sprained night
sadness,spray it all over my body during afternoons  beat  heat because its refreshing doesnt sting unlike regular baby colognes and  fresh scent is very energizing just  thing need  keep me from feeling drained and lazy in this intense heat
joy,spread fortunate season donate meals   food drive sp pt loma location dec
joy,spread gun contra moment  duck tales school channel  cleavage 
anger,spread my arms wide feeling  cold wind rushing past me feeling  rain hitting me and
anger,spread rumours me
surprise,spread wings prepare fly   soon
neutral,spring 
neutral,spring 
joy,spring lively season 
sadness,spring soon come ¢ rt   final csa cult meeting
sadness,spritz a little bit of this brush it through and it feels moisturized and less damaged
surprise,sprouts got lunch came roasted chickpeas going eat  turns  macadamias
neutral,spur 
joy,squashed fat people fallen asleep
joy,squeal were getting fam friend kitty christmas babysit days
anger,squeek at  intimate scenes not once did feel grossed out or appalled in anyway and not because a freak but because when you read about se two loving people you forget that yre bror and sister
sadness,squeezed like despondent sardines  looked huddling warmth 
sadness,squeezed like despondent sardines  looked huddling warmth 
surprise,squinted bewilderment boarders formed little band helpers 
sadness,squirmed against it but  pain was starting  get  hso he spped feeling resigned
sadness,sr hs class counselors died hepatitis sensitive knew shyness drew improve image missed funeral  publically grieve parents understand
anger,sre  jerk 
anger,sries way grandmor treated mor
sadness,srm blew roof away 
joy,srms designed test faith christian power win situation cry flying
surprise,srt mon  √®me tweets la personne qule fera en premier qufollow pas encore bien sur follow bah 
anger,sry hold  feel idiot 
surprise,sry pain felt women children suffer  bewilderment suffering selfinflicted 
joy,st basketball cheerleading practice year lovecheerleading lt
fear,st biggest getting slen nd obese rd evil spirit messing life ahhhhh
joy,st birthday celebration cut cake received presents
fear,st claus day years old st claus devil servant came me st claus devil servant rattled chain bowled terribly frightened parents ask leave
joy,st day thanksgiving break amp diving
anger,st december th december anger awareness  management issues hypnorapy help break m
joy,st flight accomplished lunch amp tn airplane
fear,st game disc dodgy skip lol ragdoll physics people kill hilarious screams join 
fear,st half results taylors tjpking roddy red dynastyrosasavalon bkaddyleraebboy mack hero rocknes future shock
joy,st normal morning  years 
joy,st sunday july hav  worry abt leavin clarendon   work
joy,st track practice day
sadness,stack pillows on his side of  bed just so it feels less empty but its really nice  have a real person back in bed
sadness,staff gandalf action figure mysteriously disappeared 
joy,stage  sunderland good value lead mr crosby contented man 
joy,stage  sunderland good value lead mr crosby contented man 
joy,stage millions people callin name thats best life ever
sadness,stage normally expected experience grief main feeling shock 
sadness,stage normally expected experience grief main feeling shock 
sadness,staging environment private server logged backend cms opening frontend new window connections wtf
neutral,stalls 
joy,stand believes profession  standards aims  matter  feel excitement job acting 
joy,stand believes profession  standards aims  matter  feel excitement job acting 
anger,stand by that he is actually annoying giggle also acknowledge that have been feeling very dissatisfied
sadness,stand here feel empty a class post count link href http mooshilu
joy,stand looking at  wer feeling waves of nostalgia and longing
neutral,stand lose pounds  car lazy  end walking 
joy,stand waiting inside way contacting
surprise,stand week actually quit funny
joy,stand you come across as a complete stranger  me but feel compassionate about you
fear,standgrown ass mangun handdnt man
fear,standing  star general randomly says quotfuckquotno questions
fear,standing by myself off near maxs crib watching  whole thing and feeling more terrified
fear,standing crowed shop closed room people it gives fearful experience
joy,standing exquisite work art 
joy,standing freezing cold
joy,standing linemy favorite thing
joy,standing outside freezing cold amp hours brorvincentyoureonice  
fear,standing train cos like sitting strangers
anger,stanley singing elvis song  hes hogging mike 
fear,stanley spencer war  experienced horror  vulgarity  war 
fear,stanley spencer war  experienced horror  vulgarity  war 
joy,starbucks espresso blend w caramel macchia cream watching lion king lt
joy,starbucks little work project friends
fear,stare and feel utterly helpless
fear,stared dismay  sad  small wickedness friends neighbours strewn minds like dirty confettparty long past 
fear,stared dismay  sad  small wickedness friends neighbours strewn minds like dirty confettparty long past 
sadness,stared hard know  disconsolate woman chill room sorrowful face night outside 
sadness,stared hard know  disconsolate woman chill room sorrowful face night outside 
sadness,stared rment  fury  despair face  knew clare forgive 
sadness,starred in susan s gaping cum filled ring could feel my own cock hardening in  vain hope of fucking this goddess myself but that would have  wait anor day
neutral,starscom deadline  running week 
joy,start  daydream about accidentally hitting  end call butn that recently ok up flossing after a year sabbatical and it has made me feel strangely superior
anger,start  feel agitated
anger,start  feel agitated inside
anger,start  feel agitated lacking in patience and just down right cranky
anger,start  feel annoyed about  whole thing and end up ordering pizza
fear,start  feel frantic where are  candles  matches  one flashlight thats actually ashers bug light no fans in  house move beds outside boys in  bath dont uch  candles goodbye meat in  fridge
sadness,start  feel groggy as if have been drugged
joy,start  feel happy about where am an unexpected house move comes along which slows things down that is just compounded n by  injury  my back shoulder which has really set me back
joy,start  feel happy and n think of how lonely my cat feels
sadness,start  feel less exhausted  bits and pieces of life start  seem far more surmountable
joy,start  feel like getting over  death of my beloved cat timmy and when get used   idea of only seeing my mum maybe twice a ytear from now on and justwhen start planning for my futrue and happy timesa ahead start efeeling like this again
fear,start  feel more and more frantic and rushed trying  provide excellent care for my patients and n high tail it home
sadness,start  feel my feelings for hhow y still rise in my heart like  submissive tide that obeys lunar whims
sadness,start  feel my muscles aching and break out in cold sweat
anger,start  feel myself become irritated when conversing with him
sadness,start  feel really awkward about  tubelight reflecting on  glossy paper with a picture of a red laced bra
sadness,start  feel ugly unloved poor and unhappy
fear,start  feel unsure
joy,start  hate  fact that whenever post anything it would eventually end up with me writing about how lonely feel because have no romantic partner whatsoever
joy,start  hour iv infusion mmorrow 
sadness,start  see it s a problem when one afternoon feel so depressed can t wait  one hour until my friend comes back  talk  her
joy,start active reading notes begins day
fear,start beautiful horror beautiful  
sadness,start care ignored wish big heart
joy,start ensadnessing it and it becomes part of  general fabric of feeling sadnessful about your everyday activities about just being
joy,start feel like should reiterate a fact that not sure ive made clear yet just because post all se despondent incidents on mermaidhaire does not mean that am sad like all  time
anger,start feeling angry need  actually sp and figure out what really feeling so can deal with life in a more balanced way
fear,start feeling anxious again
sadness,start feeling crappy just have  ss this on and bam am singing and dancing and shimmy ing my shoulders just like whitney
sadness,start feeling mournful
fear,start feeling myself getting overwhelmed or frustrated have tried  open up more about it instead of pushing it down deep slapping on a fake smile and waiting until boil over
fear,start feeling overwhelmed and just want  run away and hide in  back of my closet
sadness,start feeling really lousy but figure it was pregnancy stuff
anger,start feeling resentful or overwhelmed it s a sure sign that need moring
joy,start home test study music signingwriting test morrow
joy,start long day work woo
joy,start looonngggg bus ride 
joy,start major cleaning project house
joy,start paying student loan
joy,start project
joy,start raining extra hard
joy,start sweaty revision mocks week  followngain aday aufollow aufollowback
joy,start weekend spend hour mercy parking lot
neutral,start worrying weight 
joy,start writing feel affectionate interested and frustrated
joy,start writing speech
joy,started  answer no just was feeling kinda horny sis
fear,started  develop feelings for you y scared me and freaked out but you promised me that was safe
joy,started  dew beyond having a positive showing of  south  encourage writers from all experiences and levels of advancement  feel comfortable sharing ir work
sadness,started  drape  ties on and get a feel for how it would look and hated it
sadness,started  explain how miserable ive been this year and all of  reasons why and its just so patic feeling that o embarrassed  even describe
joy,started  feel a lack of connection  my husband m sure as a direct result of not spending much one on one time ger
joy,started  feel a sweet feeling of peace
fear,started  feel alarmed  voices were so noisy that actually couldnt listen  my own thoughts
fear,started  feel apprehensive about it
joy,started  feel butterflies in my smach and my body starting  get hot
anger,started  feel cold
anger,started  feel cold like sympms of light nausea cough and tiredness
anger,started  feel cranky and tired up until resupplied with se vitamins
sadness,started  feel crappy
sadness,started  feel discouraged
sadness,started  feel discouraged at  thought of being re more than one day
anger,started  feel dissatisfied by  ease and convenience of it all
joy,started  feel fine sleep wouldnt come  me
sadness,started  feel homesick for  first time in my life even though had lived abroad before for years
fear,started  feel kind of skeptical about this myself
joy,started  feel like a real loser like a poser trying  make himself look cool
sadness,started  feel melancholy and uncertain and really missing my son
sadness,started  feel more lethargic everything that has happened  me in  past when ive let my fitness slip away was happening again and was letting it just like had before
fear,started  feel really confused
anger,started  feel resentful of  whole situation and that s when something clicked
sadness,started  feel rotten sore smach sickness and needing  go  ilet
sadness,started  feel some dull cramps that lasted for about two hours thought maybe  babies didnt like mexican which is cray cray because its my favorite
joy,started  feel super emotional all  time which was so strange
anger,started  feel that irritated feeling
fear,started  feel uncomfortable buzzy short of breath and very mildly panicky
joy,started  get this feeling of longing when looked at  quilts on display
sadness,started  job market bad right  optimistic 
joy,started  mess around something must have distracted me cause now feeling playful
sadness,started  open up about it started  feel more like myself  stephanie who isn t embarrassed by life s setbacks who tackles difficult situations with humor and honesty
sadness,started  sprint even when consciously thought about my foot not even once did it register  my brain that was feeling hurt from it
joy,started  third block feeling hot and cold and tingly all at  same time knowing that still had five hours of examination ahead of me having no idea if any of it would do any good
joy,started christmas baking ridiculously time consuming recipe caramel walnut cups pastry cooperating
joy,started christmas shopping day 
joy,started close reading book night close read thing friday  
sadness,started construction lot house putsacrampinmystyle
surprise,started day boyfriends  lb yellow lab expressing love jumping crushing legs
joy,started day building snowman taking pictures freshly fallen snow michael buble amp cup tea
sadness,started day feeling not terrible
joy,started decorating home xmas  nights tweedos sleep
fear,started early morning  anxious mum called office 
fear,started early morning  anxious mum called office 
anger,started explaining what my biggest problems were bottling up my feelings and n dumping all those problems on one person and my selfish search for happiness when had felt everyone around me had found ir happiness
fear,started feeling a bit alarmed but was not afraid for some reason
sadness,started feeling a bit homesick with  mention of mulligans name
joy,started feeling better wards  afternoon and now still intend  finish off some things in my  do list
fear,started feeling doubtful so just sat in my seat disappointed
joy,started feeling festive a little early this year
joy,started feeling festive very soon right back in november and suppose it was inevitable that ran out of steam before  day itself feeling all a bit hummpffff day you know so much  do so little time and its all going  be over in a flash
sadness,started feeling hopeless in regards  my health
anger,started feeling hostile and am checking my hemorrhoids
fear,started feeling intimidated by  thought
sadness,started feeling like myself again but it was a pretty rotten time in between
fear,started feeling like was being paranoid since it kept happening
sadness,started feeling my back aching especially  lower back
sadness,started feeling my left arm aching
fear,started feeling nervous thinking about how id planned  feed younger teens
sadness,started feeling overly lethargic my whole body feels like lead
joy,started feeling pretty good again
fear,started feeling reluctant  go because wanted  spend some time with my family before left
joy,started feeling sadnessful again could push those comments out of my heart and live sadnessfully again
sadness,started feeling sentimental about dolls had as a child and so began a collection of vintage barbie dolls from  sixties
fear,started feeling shaky hungry
joy,started feeling this job was worthwhile
sadness,started feeling ugly and started all over again
joy,started feeling very gentle contractions about minutes apart
joy,started getting back on track health wise and already feel relieved
fear,started like frightened cat  looked wideeyed 
fear,started like frightened cat  looked wideeyed 
surprise,started listening prince afternoon new fan pretty great day
surprise,started listening prince afternoon new fan pretty great day
joy,started new branch studies failed one got exam papers happy know marks
sadness,started off  week feeling groggy and unwell picking up a sick note from  docr and climbing in fresh sheets with snacks and a bottle of water  hand
anger,started off feeling rar cranky and grumpy and ultimately ordinary n re was a little facebook flash from my cousin in west meath and suddenly we were pinging bad jokes and naughty sries about rudolph valentino performing unspeakable acts back and forth and it felt like a party
sadness,started on this day and no matter how well did would feel horrible
joy,started out feeling really optimistic and driven for this paper coz it was gonna teach me  meaning and ways of being a leader
joy,started out feeling sympatic wards hbecause wouldnt want dr
fear,started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that had once been close 
fear,started playing janrains apday find viable stable component build sso system saas
joy,started relation girl fallen love time ago
anger,started secondary school at  age of every night would cry and lose sleep over  thought of school  next day but it wasnt  usual feelings of oh cant be bored with school
joy,started sewing more garments feel like so many popular clothing brands are so cheaply made
fear,started study move afraid left manage it
sadness,started thinking about all  times that people were jerks and re was nothing really that could do except go home write unsatisfying angry complaints in  internetsphere and generally feel helpless marginalized and disregarded by society
sadness,started this blog is because was desperately lonely and wanted someone  know how was feeling all of  ugly thoughts and emotions
sadness,started this off feeling a little melancholy but think  holy spirit must have come in and given me a hand because feel like now understand my situation better than did half an hour ago
joy,started trying without success  have a baby a few years back one of my pregnant acquaintances said  me my husband and feel so relieved that we did not have  go through what you are going through we just got pregnant right away
joy,started university at  age of and although it was incredibly nerve racking feel organised and determined which is a far cry from  jess of years ago or maybe even for that matter
joy,started walking  followed excited crowd 
joy,started walking  followed excited crowd 
surprise,started watching moviethinking funny version actual scary movie find actual movie
joy,starting  dislike  feeling of not caring about whats going  happen morrow
sadness,starting  feel a bit jaded
joy,starting  feel a bit more resolved
sadness,starting  feel a dull pain at  front of my head between my eyes
sadness,starting  feel and think as if dont want  continue  pray for hanymore because its making me feel hopeless
joy,starting  feel content just being and not talking
joy,starting  feel less like have a cute little bump and more like have a bigger belly
joy,starting  feel like you my faithful reader are my wife or something ie  one bitch  while everyone else gets  see  better angel of my nature haha
joy,starting  feel more sociable again actually feel like going out and seeing friends rar than crying off because feeling like a twisted knotted ball of pain
anger,starting  feel myself becoming bitter
fear,starting  feel overwhelmed again when it comes   research for this book
sadness,starting  feel that some of m are so fake
sadness,starting  feel that suffering from fatigue
sadness,starting  feel unwelcome in life and some people can already tell this
joy,starting  feel wryly amused at  banal comedy of errors my life is turning in
joy,starting  half hour trip home work sunday
joy,starting  hour referee certification course
sadness,starting  learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder
anger,starting  not buy  whole everything happens for a reason bit or god has a plan b c feel that god is love and res no way that he would rture me and or women like weve been rtured dealing w fertility issues
anger,starting  think we may need  have  put a big sign on our door telling m so at least that would save me from feeling rude
fear,starting anxious nights date talk about buy drinks
joy,starting christmas shopping day
joy,starting christmas shopping day tis season set christmas tree day
joy,starting day giving life work
joy,starting day right  oclock workouts class til 
joy,starting day right watching macys thanksgiving parade
joy,starting fuck material shit whats going carry eternity memories
joy,starting hr journey smart village nasr city cairotraffic yamehawen
joy,starting look forward christmas finally
joy,starting morrow christmas break  hell basketball games amp midterms not
joy,starting physical rapy morrow 
joy,starting process writing conclusion paragraph politics¶ fml
joy,starting regain ability es
anger,starting student project teacher talked negative helpful
joy,starting type research paper stressingmeout
fear,startled  little frightened  patrick headed foyles  hoping lose followers bookshop s maze nooks corners 
fear,startled  little frightened  patrick headed foyles  hoping lose followers bookshop s maze nooks corners 
surprise,startled applicants  embarked musical offices  rarely returned 
surprise,startled find addressing instead 
surprise,startled gaze met glowing eyes white patch handkerchief man holding mouth 
fear,startled when night  am boy approached yelled fuck you spped laughed me
neutral,starts 
